study_hours,attendance_percentage,assignment_score,previous_exam_score,sleep_hours,class_participation,final_exam_score
23,98,72.2,55,7,93.1,71
30,90,76.2,67,10,85.5,74
20,99,94.2,91,6,94.0,70
24,62,66.8,70,9,58.9,63
13,71,87.2,98,7,67.4,64
18,68,78.2,85,10,64.6,66
24,60,64.8,68,5,57.0,64
25,70,65.8,63,7,66.5,69
18,87,85.2,84,5,82.6,71
20,69,66.6,65,6,65.6,64
11,80,89.6,96,6,76.0,65
18,96,72.0,56,7,91.2,69
25,88,65.8,51,5,83.6,68
23,76,67.0,61,7,72.2,68
23,75,78.0,80,8,71.2,68
20,78,86.4,92,5,74.1,65
20,67,62.2,59,6,63.6,65
16,85,81.4,79,10,80.8,66
24,75,64.2,57,7,71.2,66
23,94,84.4,78,4,89.3,71
23,90,66.6,51,5,85.5,68
17,84,80.4,78,7,79.8,65
7,75,75.6,76,7,71.2,63
27,68,58.4,52,6,64.6,66
17,91,86.8,84,10,86.4,71
15,79,79.0,79,10,75.0,65
24,69,76.2,81,7,65.6,68
18,68,72.8,76,8,64.6,66
26,67,78.4,86,8,63.6,64
24,91,82.0,76,9,86.4,70
24,69,85.2,96,6,65.6,70
12,81,90.6,97,10,77.0,66
27,78,82.8,86,7,74.1,70
22,83,90.8,96,8,78.8,71
18,95,95.6,96,7,90.2,70
21,95,75.8,63,7,90.2,70
9,78,91.2,100,7,74.1,66
22,61,62.2,63,5,58.0,64
14,77,61.4,51,4,73.1,66
12,84,92.4,98,7,79.8,68
11,82,69.4,61,6,77.9,61
27,86,81.8,79,8,81.7,72
16,66,85.8,99,8,62.7,66
29,86,65.6,52,7,81.7,68
17,67,64.6,63,9,63.6,61
10,90,84.0,80,7,85.5,67
13,74,82.4,88,5,70.3,66
27,88,89.2,90,7,83.6,74
19,62,81.2,94,9,58.9,66
17,76,65.2,58,4,72.2,67
21,88,76.6,69,7,83.6,71
23,69,79.2,86,8,65.6,66
27,92,88.4,86,10,87.4,71
29,85,73.0,65,9,80.8,72
18,84,72.6,65,7,79.8,66
12,74,69.2,66,8,70.3,62
18,79,88.6,95,4,75.0,66
22,84,90.6,95,5,79.8,69
14,79,62.2,51,8,75.0,64
14,88,74.8,66,7,83.6,69
22,77,72.8,70,7,73.1,69
20,68,86.6,99,7,64.6,64
20,69,85.8,97,7,65.6,68
15,60,72.6,81,7,57.0,63
19,72,60.0,52,5,68.4,64
14,90,72.0,60,7,85.5,69
25,92,80.0,72,5,87.4,71
26,68,86.0,98,6,64.6,67
9,98,72.2,55,9,93.1,67
14,80,86.0,90,7,76.0,66
11,97,74.8,60,8,92.1,67
16,88,80.2,75,7,83.6,68
19,89,88.4,88,6,84.6,69
11,63,76.2,85,5,59.8,62
14,69,81.0,89,6,65.6,66
14,60,78.6,91,7,57.0,63
21,89,74.6,65,8,84.6,67
20,74,70.4,68,7,70.3,68
16,91,91.0,91,8,86.4,66
21,74,60.8,52,5,70.3,66
17,93,82.8,76,8,88.4,67
18,65,83.6,96,5,61.8,66
30,67,83.2,94,8,63.6,69
28,74,83.6,90,8,70.3,72
12,76,61.0,51,4,72.2,60
25,74,86.0,94,8,70.3,68
25,91,94.0,96,8,86.4,72
13,64,75.4,83,9,60.8,64
25,74,68.6,65,6,70.3,65
29,93,81.6,74,7,88.4,76
13,63,78.0,88,8,59.8,59
14,98,93.8,91,8,93.1,67
26,99,79.8,67,8,94.0,73
22,64,65.2,66,6,60.8,64
23,72,81.0,87,8,68.4,67
22,75,80.4,84,8,71.2,69
22,91,82.0,76,7,86.4,69
12,84,76.2,71,6,79.8,67
26,86,84.2,83,6,81.7,72
27,90,67.2,52,9,85.5,86
19,65,58.4,54,8,61.8,62
20,93,84.6,79,7,88.4,69
11,88,71.8,61,7,83.6,68
23,83,86.6,89,4,78.8,99
23,96,91.8,89,7,91.2,70
20,88,86.2,85,5,83.6,68
27,68,84.2,95,7,64.6,67
18,77,65.0,57,9,73.1,66
23,80,69.8,63,6,76.0,66
14,62,62.6,63,7,58.9,62
20,98,92.6,89,8,93.1,72
19,65,71.6,76,7,61.8,64
21,88,73.0,63,6,83.6,68
18,80,66.2,57,7,76.0,66
19,61,81.4,95,8,58.0,68
25,97,89.8,85,7,92.1,75
17,94,83.2,76,7,89.3,67
10,81,91.2,98,9,77.0,65
30,69,82.8,92,8,65.6,68
28,65,61.4,59,5,61.8,67
12,75,75.0,75,8,71.2,63
24,70,72.4,74,8,66.5,67
17,80,87.2,92,5,76.0,67
22,99,73.8,57,4,94.0,73
22,83,77.0,73,5,78.8,67
19,96,87.6,82,7,91.2,71
15,86,92.6,97,9,81.7,67
16,79,88.6,95,6,75.0,68
15,94,83.8,77,8,89.3,68
15,79,79.6,80,4,75.0,66
20,95,93.8,93,7,90.2,68
16,72,81.0,87,6,68.4,63
24,65,82.4,94,10,61.8,68
29,94,94.6,95,4,89.3,74
17,83,88.4,92,7,78.8,65
21,96,68.4,50,4,91.2,69
23,98,78.8,66,6,93.1,70
23,62,66.8,70,4,58.9,65
20,80,82.4,84,10,76.0,68
24,75,69.0,65,6,71.2,65
23,85,73.6,66,7,80.8,68
13,92,78.8,70,7,87.4,68
25,71,87.2,98,5,67.4,66
25,82,76.0,72,9,77.9,70
15,88,69.4,57,8,83.6,66
20,65,56.0,50,8,61.8,64
24,93,74.4,62,5,88.4,70
19,84,91.8,97,9,79.8,68
26,98,98.0,98,9,93.1,74
34,74,75.2,76,7,70.3,71
15,64,74.8,82,8,60.8,61
12,80,86.0,90,7,76.0,64
22,63,57.0,53,5,59.8,64
24,99,81.0,69,7,94.0,73
19,62,74.0,82,6,58.9,62
29,90,93.0,95,7,85.5,71
12,81,84.0,86,9,77.0,68
24,75,70.8,68,5,71.2,67
16,63,82.2,95,6,59.8,63
30,85,83.8,83,6,80.8,71
32,83,88.4,92,6,78.8,72
15,71,69.8,69,6,67.4,66
17,96,68.4,50,7,91.2,67
25,72,63.6,58,8,68.4,66
18,78,88.8,96,8,74.1,68
20,82,64.0,52,7,77.9,64
20,64,73.6,80,8,60.8,65
8,97,80.8,70,10,92.1,66
20,75,72.6,71,7,71.2,69
16,63,67.2,70,9,59.8,64
17,75,61.8,53,8,71.2,65
29,84,67.2,56,10,79.8,72
12,81,64.2,53,8,77.0,65
25,88,67.0,53,6,83.6,70
18,62,57.2,54,7,58.9,64
18,71,79.4,85,7,67.4,62
25,93,70.8,56,8,88.4,69
22,63,63.0,63,6,59.8,62
23,94,87.4,83,9,89.3,69
26,64,59.2,56,7,60.8,66
18,93,94.8,96,8,88.4,71
16,74,74.0,74,7,70.3,66
13,84,92.4,98,7,79.8,64
15,66,62.4,60,7,62.7,63
38,63,56.4,52,8,59.8,69
27,69,75.6,80,10,65.6,68
12,65,65.6,66,4,61.8,63
12,72,76.2,79,8,68.4,64
23,81,76.8,74,7,77.0,66
23,84,77.4,73,7,79.8,71
23,92,92.6,93,4,87.4,72
18,86,70.4,60,8,81.7,88
19,84,78.6,75,7,79.8,66
22,76,73.0,71,6,72.2,65
21,79,82.0,84,7,75.0,66
7,77,62.6,53,7,73.1,62
19,94,83.2,76,4,89.3,68
15,69,72.0,74,7,65.6,65
21,60,83.4,99,8,57.0,62
38,86,87.2,88,6,81.7,74
22,68,62.0,58,7,64.6,64
18,96,83.4,75,7,91.2,72
26,94,91.0,89,9,89.3,70
23,63,70.8,76,7,59.8,65
23,64,66.4,68,8,60.8,66
24,80,73.4,69,7,76.0,67
32,84,74.4,68,10,79.8,73
13,71,59.0,51,6,67.4,65
23,89,87.8,87,6,84.6,74
14,84,82.2,81,7,79.8,66
23,73,67.0,63,6,69.4,67
14,61,73.6,82,5,58.0,58
17,90,75.0,65,8,85.5,71
18,69,64.8,62,4,65.6,63
26,93,89.4,87,6,88.4,73
26,77,84.8,90,5,73.1,68
13,83,81.8,81,7,78.8,66
20,95,91.4,89,4,90.2,68
16,95,78.8,68,8,90.2,66
12,75,62.4,54,8,71.2,62
19,68,75.2,80,5,64.6,78
18,91,74.2,63,7,86.4,68
35,77,84.2,89,8,73.1,77
23,68,68.0,68,8,64.6,65
12,96,88.8,84,5,91.2,73
17,68,74.0,78,5,64.6,64
26,61,79.0,91,9,58.0,67
33,61,79.6,92,6,58.0,69
10,85,65.8,53,6,80.8,60
9,86,73.4,65,8,81.7,66
31,72,85.2,94,5,68.4,70
22,73,71.2,70,7,69.4,66
15,74,75.2,76,8,70.3,64
23,87,70.2,59,5,82.6,70
4,62,71.6,78,6,58.9,58
20,97,76.6,63,5,92.1,69
22,69,82.2,91,6,65.6,64
26,100,76.0,60,9,95.0,72
14,67,67.6,68,9,63.6,60
21,91,69.4,55,7,86.4,70
14,69,75.0,79,8,65.6,62
22,63,83.4,97,8,59.8,66
15,95,73.4,59,6,90.2,66
18,94,68.2,51,7,89.3,65
14,76,73.0,71,5,72.2,64
24,88,87.4,87,6,83.6,72
25,82,92.2,99,7,77.9,71
19,94,69.4,53,5,89.3,68
20,73,82.6,89,5,69.4,68
11,81,73.2,68,6,77.0,64
18,79,66.4,58,9,75.0,65
20,74,65.6,60,9,70.3,64
36,96,96.0,96,7,91.2,75
13,67,80.8,90,8,63.6,61
29,66,66.0,66,6,62.7,68
26,83,91.4,97,4,78.8,70
22,86,67.4,55,6,81.7,71
31,68,66.8,66,7,64.6,66
22,76,80.2,83,7,72.2,66
22,98,99.2,100,7,93.1,70
20,70,71.8,73,7,66.5,62
27,87,89.4,91,6,82.6,72
27,90,93.6,96,8,85.5,72
16,78,61.2,50,5,74.1,63
12,98,77.6,64,8,93.1,69
19,89,68.6,55,6,84.6,68
15,78,84.6,89,10,74.1,67
20,83,80.0,78,7,78.8,71
27,88,68.2,55,6,83.6,67
17,84,76.2,71,6,79.8,62
20,95,83.6,76,6,90.2,69
20,74,80.6,85,8,70.3,67
25,72,82.2,89,7,68.4,71
7,69,60.0,54,8,65.6,87
16,62,69.2,74,8,58.9,62
21,62,59.6,58,7,58.9,64
27,95,90.8,88,8,90.2,74
17,87,84.6,83,9,82.6,69
9,86,86.0,86,8,81.7,65
24,85,66.4,54,7,80.8,66
16,94,83.2,76,8,89.3,70
13,79,86.8,92,5,75.0,68
16,95,89.6,86,10,90.2,70
19,74,85.4,93,8,70.3,68
16,97,74.8,60,8,92.1,69
7,88,73.6,64,7,83.6,66
25,70,71.2,72,4,66.5,65
28,83,78.8,76,7,78.8,71
24,81,70.2,63,7,77.0,66
13,66,67.8,69,6,62.7,61
19,84,84.0,84,6,79.8,69
20,73,78.4,82,6,69.4,65
24,62,58.4,56,8,58.9,63
24,98,98.6,99,9,93.1,73
16,86,81.2,78,7,81.7,68
20,95,82.4,74,6,90.2,70
23,87,93.6,98,6,82.6,72
29,74,63.8,57,7,70.3,68
24,81,78.6,77,7,77.0,68
25,87,88.8,90,8,82.6,71
21,98,81.2,70,6,93.1,68
28,70,80.2,87,8,66.5,70
22,95,95.0,95,8,90.2,70
15,97,76.6,63,6,92.1,69
28,87,72.0,62,4,82.6,73
24,97,79.6,68,6,92.1,72
17,76,73.0,71,9,72.2,67
17,98,72.8,56,4,93.1,69
22,88,72.4,62,9,83.6,68
23,62,81.2,94,4,58.9,64
21,96,85.2,78,6,91.2,71
22,79,69.4,63,6,75.0,68
30,78,89.4,97,10,74.1,70
26,83,86.6,89,7,78.8,72
21,66,67.2,68,7,62.7,65
26,79,84.4,88,6,75.0,70
14,93,85.2,80,8,88.4,69
22,61,74.8,84,6,58.0,64
31,71,68.0,66,7,67.4,67
19,60,60.0,60,6,57.0,65
15,77,68.6,63,8,73.1,62
16,89,68.0,54,8,84.6,68
13,92,81.2,74,6,87.4,68
15,98,81.2,70,6,93.1,68
18,84,63.6,50,6,79.8,68
12,70,83.8,93,7,66.5,62
20,97,89.2,84,8,92.1,72
25,91,79.6,72,7,86.4,69
15,83,92.0,98,4,78.8,68
29,88,93.4,97,8,83.6,71
23,97,71.8,55,5,92.1,69
26,88,83.8,81,6,83.6,71
16,75,84.6,91,7,71.2,65
25,89,71.0,59,7,84.6,68
13,62,58.4,56,8,58.9,60
25,75,67.8,63,6,71.2,68
21,76,68.8,64,6,72.2,66
23,67,85.6,98,7,63.6,66
13,61,77.8,89,8,58.0,62
15,65,57.8,53,8,61.8,61
24,86,87.8,89,7,81.7,69
14,92,71.6,58,9,87.4,69
23,100,80.8,68,9,95.0,74
12,74,69.2,66,8,70.3,62
25,84,72.0,64,5,79.8,67
13,97,77.8,65,8,92.1,69
23,67,79.6,88,7,63.6,66
24,89,73.4,63,6,84.6,72
16,90,90.0,90,6,85.5,69
23,64,58.6,55,7,60.8,65
22,94,85.6,80,6,89.3,72
17,93,93.0,93,7,88.4,69
14,61,56.8,54,7,58.0,60
8,64,74.8,82,7,60.8,61
22,62,70.4,76,8,58.9,63
11,73,69.4,67,7,69.4,63
21,80,65.0,55,6,76.0,68
18,81,82.8,84,4,77.0,68
24,71,67.4,65,8,67.4,65
18,96,78.6,67,7,91.2,71
18,75,81.6,86,7,71.2,64
24,62,83.0,97,9,58.9,65
22,72,69.0,67,5,68.4,67
22,81,84.6,87,7,77.0,67
23,76,89.2,98,6,72.2,67
11,71,61.4,55,8,67.4,87
25,65,71.6,76,4,61.8,67
24,93,67.8,51,8,88.4,72
14,100,94.6,91,8,95.0,69
19,73,67.6,64,6,69.4,65
20,75,70.2,67,7,71.2,66
19,85,84.4,84,6,80.8,70
22,89,89.0,89,8,84.6,71
29,76,72.4,70,8,72.2,67
26,96,88.2,83,5,91.2,72
12,82,91.6,98,5,77.9,63
24,78,87.6,94,9,74.1,67
28,86,85.4,85,10,81.7,72
22,98,97.4,97,8,93.1,72
27,92,93.2,94,8,87.4,70
32,62,76.4,86,7,58.9,67
26,73,86.8,96,7,69.4,68
21,79,86.2,91,8,75.0,67
26,73,74.2,75,7,69.4,70
21,88,80.2,75,9,83.6,67
20,93,67.2,50,7,88.4,71
18,89,66.8,52,7,84.6,69
29,100,92.2,87,7,95.0,74
15,71,75.2,78,7,67.4,63
29,95,90.8,88,9,90.2,72
23,91,94.6,97,7,86.4,71
12,74,73.4,73,7,70.3,64
22,89,68.0,54,7,84.6,69
7,64,74.2,81,6,60.8,62
24,92,69.8,55,5,87.4,69
25,81,81.0,81,9,77.0,68
16,72,74.4,76,9,68.4,67
21,86,86.0,86,9,81.7,71
32,86,75.2,68,5,81.7,70
17,68,61.4,57,9,64.6,63
14,61,61.6,62,10,58.0,60
29,77,81.2,84,9,73.1,69
32,83,77.6,74,9,78.8,71
20,95,84.2,77,8,90.2,69
26,97,78.4,66,6,92.1,73
28,81,87.6,92,8,77.0,73
16,90,96.0,100,5,85.5,68
17,78,70.8,66,6,74.1,67
27,90,87.6,86,7,85.5,74
30,68,62.6,59,7,64.6,68
23,75,82.2,87,8,71.2,69
15,85,77.2,72,4,80.8,69
32,61,72.4,80,7,58.0,68
17,89,72.8,62,8,84.6,66
18,93,93.0,93,8,88.4,69
22,76,65.8,59,8,72.2,66
29,78,88.8,96,7,74.1,72
25,94,69.4,53,6,89.3,69
22,91,74.8,64,8,86.4,68
23,72,75.6,78,7,68.4,66
20,73,85.0,93,8,69.4,65
23,87,82.2,79,8,82.6,71
5,83,69.8,61,7,78.8,61
18,66,82.2,93,6,62.7,63
21,72,76.8,80,9,68.4,66
13,96,75.6,62,8,91.2,69
22,88,82.0,78,10,83.6,71
19,99,90.0,84,8,94.0,73
31,91,86.8,84,8,86.4,72
29,98,90.8,86,5,93.1,73
17,69,84.6,95,7,65.6,65
19,91,91.0,91,7,86.4,71
20,61,72.4,80,8,58.0,65
17,87,66.0,52,8,82.6,67
21,79,83.8,87,8,75.0,69
15,74,89.0,99,10,70.3,63
13,94,76.6,65,6,89.3,68
24,94,85.6,80,8,89.3,70
24,61,77.2,88,8,58.0,64
15,84,82.8,82,10,79.8,64
25,75,87.6,96,8,71.2,68
16,77,75.2,74,8,73.1,65
22,93,83.4,77,8,88.4,70
25,72,60.0,52,8,68.4,66
20,98,96.2,95,9,93.1,70
23,67,64.6,63,6,63.6,66
17,87,94.2,99,6,82.6,69
19,87,70.8,60,10,82.6,69
19,70,65.8,63,4,66.5,64
16,73,73.6,74,7,69.4,64
19,93,87.0,83,7,88.4,69
11,90,79.2,72,7,85.5,67
17,73,70.0,68,9,69.4,63
18,81,78.6,77,8,77.0,67
18,62,83.6,98,6,58.9,65
19,68,86.0,98,6,64.6,64
20,79,71.2,66,7,75.0,68
23,63,75.6,84,9,59.8,64
25,94,89.2,86,7,89.3,70
16,89,85.4,83,7,84.6,70
13,98,72.8,56,6,93.1,67
14,88,81.4,77,8,83.6,69
17,98,92.0,88,7,93.1,70
18,82,68.8,60,6,77.9,69
15,84,73.8,67,9,79.8,65
12,99,75.6,60,10,94.0,66
17,86,90.8,94,7,81.7,70
21,61,80.2,93,7,58.0,63
24,89,70.4,58,5,84.6,69
17,96,91.2,88,8,91.2,74
18,92,77.6,68,8,87.4,70
14,83,83.6,84,7,78.8,66
20,87,79.8,75,6,82.6,68
15,100,84.4,74,10,95.0,67
23,64,82.0,94,8,60.8,66
9,87,84.0,82,6,82.6,65
18,71,65.6,62,8,67.4,66
22,86,68.0,56,7,81.7,69
21,84,91.8,97,7,79.8,67
36,66,61.2,58,8,62.7,69
22,68,79.4,87,4,64.6,66
14,85,79.0,75,4,80.8,64
19,65,60.2,57,9,61.8,61
9,71,81.8,89,7,67.4,61
20,93,94.2,95,6,88.4,70
15,73,62.8,56,5,69.4,65
25,80,63.8,53,7,76.0,67
17,98,94.4,92,7,93.1,69
19,69,72.6,75,9,65.6,63
16,76,80.8,84,8,72.2,66
30,84,76.8,72,7,79.8,73
18,90,78.6,71,8,85.5,68
31,96,77.4,65,9,91.2,74
25,97,85.6,78,8,92.1,70
23,91,71.2,58,8,86.4,68
22,69,79.2,86,7,65.6,67
22,61,70.6,77,6,58.0,65
8,75,85.2,92,5,71.2,66
18,66,84.0,96,5,62.7,64
25,88,92.2,95,8,83.6,72
20,86,82.4,80,8,81.7,70
12,62,64.4,66,9,58.9,60
20,93,78.0,68,8,88.4,68
30,70,77.8,83,9,66.5,71
27,77,82.4,86,7,73.1,68
20,87,69.6,58,8,82.6,67
26,77,90.8,100,5,73.1,70
18,78,64.2,55,7,74.1,65
10,63,73.2,80,4,59.8,60
14,76,76.6,77,7,72.2,65
29,91,84.4,80,9,86.4,70
18,97,85.0,77,7,92.1,69
19,77,62.6,53,8,73.1,64
18,77,90.8,100,7,73.1,67
31,88,94.6,99,6,83.6,73
30,98,84.8,76,7,93.1,74
33,71,64.4,60,9,67.4,67
19,78,66.6,59,8,74.1,66
22,92,68.6,53,6,87.4,69
11,84,82.2,81,5,79.8,64
29,64,70.0,74,7,60.8,69
13,85,76.6,71,6,80.8,66
21,67,72.4,76,7,63.6,65
13,80,88.4,94,5,76.0,67
16,81,64.8,54,9,77.0,67
15,95,84.2,77,7,90.2,68
16,78,82.2,85,7,74.1,65
17,71,87.8,99,6,67.4,66
17,69,79.8,87,7,65.6,65
25,95,84.2,77,7,90.2,71
13,67,79.6,88,6,63.6,63
21,77,90.8,100,7,73.1,70
27,67,83.2,94,9,63.6,70
17,91,68.8,54,4,86.4,67
16,79,79.0,79,7,75.0,68
19,74,83.0,89,6,70.3,63
27,74,80.0,84,9,70.3,70
21,94,80.2,71,7,89.3,69
17,82,72.4,66,5,77.9,66
23,89,84.2,81,7,84.6,70
13,96,81.0,71,8,91.2,68
24,96,80.4,70,10,91.2,70
22,73,84.4,92,4,69.4,67
18,98,78.8,66,5,93.1,69
15,61,73.6,82,9,58.0,64
15,75,86.4,94,5,71.2,62
23,96,87.0,81,7,91.2,71
27,71,73.4,75,6,67.4,69
16,71,59.6,52,6,67.4,62
23,72,79.2,84,7,68.4,66
7,84,93.6,100,7,79.8,64
16,78,85.2,90,9,74.1,66
20,89,84.8,82,9,84.6,72
15,96,82.2,73,8,91.2,71
14,87,71.4,61,7,82.6,65
16,68,78.2,85,7,64.6,65
22,97,74.2,59,8,92.1,70
19,71,84.8,94,9,67.4,68
7,66,67.2,68,8,62.7,57
7,64,67.6,70,9,60.8,59
16,83,69.8,61,6,78.8,64
23,65,70.4,74,9,61.8,67
4,66,76.8,84,8,62.7,60
17,72,67.8,65,6,68.4,67
17,71,79.4,85,7,67.4,65
28,84,82.2,81,7,79.8,71
18,93,78.6,69,7,88.4,67
22,90,75.6,66,7,85.5,69
21,70,83.8,93,5,66.5,68
7,70,58.6,51,6,66.5,59
25,99,91.2,86,7,94.0,75
21,60,66.6,71,6,57.0,59
23,95,89.6,86,6,90.2,71
44,68,72.2,75,9,64.6,71
7,98,71.6,54,7,93.1,66
30,74,89.0,99,10,70.3,69
18,78,63.6,54,7,74.1,65
22,88,70.0,58,9,83.6,68
20,84,76.2,71,7,79.8,68
17,73,87.4,97,6,69.4,67
17,82,71.8,65,7,77.9,68
22,89,82.4,78,9,84.6,68
11,62,70.4,76,7,58.9,88
25,60,64.2,67,8,57.0,66
18,78,82.2,85,7,74.1,67
13,65,71.0,75,7,61.8,63
17,87,82.2,79,7,82.6,68
28,69,64.2,61,6,65.6,65
17,77,88.4,96,7,73.1,67
22,68,60.8,56,8,64.6,67
16,82,83.8,85,7,77.9,67
25,65,82.4,94,7,61.8,64
24,61,56.8,54,8,58.0,61
31,62,55.4,51,7,58.9,65
19,98,79.4,67,7,93.1,70
24,66,79.8,89,8,62.7,67
21,88,86.8,86,7,83.6,68
28,63,79.8,91,7,59.8,65
16,64,67.6,70,8,60.8,63
24,80,92.0,100,7,76.0,72
19,79,72.4,68,7,75.0,68
20,98,93.2,90,7,93.1,73
21,98,80.0,68,7,93.1,71
22,91,73.0,61,5,86.4,70
19,84,73.8,67,7,79.8,68
21,78,67.2,60,10,74.1,68
29,74,63.2,56,6,70.3,68
26,98,80.0,68,6,93.1,71
25,84,67.8,57,10,79.8,70
17,83,78.2,75,6,78.8,67
15,69,58.8,52,9,65.6,61
26,62,68.0,72,7,58.9,64
25,98,98.0,98,7,93.1,72
29,73,70.0,68,7,69.4,67
16,78,65.4,57,8,74.1,65
19,65,65.0,65,5,61.8,64
10,93,91.2,90,7,88.4,66
18,61,64.0,66,6,58.0,62
26,93,78.6,69,4,88.4,70
17,66,79.8,89,9,62.7,64
24,95,75.8,63,4,90.2,70
19,89,80.0,74,10,84.6,66
22,67,58.6,53,8,63.6,62
13,83,68.6,59,5,78.8,63
21,73,65.2,60,9,69.4,66
2,67,70.6,73,6,63.6,58
19,94,92.2,91,6,89.3,70
10,76,71.2,68,4,72.2,63
27,76,71.8,69,6,72.2,70
25,67,65.8,65,6,63.6,65
23,75,69.6,66,8,71.2,67
29,95,80.0,70,9,90.2,73
14,75,87.0,95,5,71.2,82
30,98,69.8,51,7,93.1,71
26,98,87.8,81,4,93.1,73
19,66,82.8,94,7,62.7,65
27,67,69.4,71,10,63.6,67
13,95,87.8,83,4,90.2,67
15,76,77.8,79,5,72.2,69
16,60,64.2,67,8,57.0,61
17,71,62.6,57,8,67.4,64
14,84,70.2,61,6,79.8,64
27,92,68.6,53,9,87.4,68
18,65,78.8,88,6,61.8,62
22,64,71.8,77,10,60.8,66
17,97,92.2,89,8,92.1,70
9,90,75.0,65,9,85.5,67
22,84,87.6,90,8,79.8,70
9,91,75.4,65,8,86.4,65
20,77,64.4,56,8,73.1,65
12,90,82.2,77,9,85.5,70
32,75,88.2,97,7,71.2,72
25,70,70.6,71,6,66.5,65
21,89,81.2,76,7,84.6,71
28,77,74.6,73,6,73.1,71
15,99,83.4,73,6,94.0,72
23,74,66.2,61,9,70.3,64
21,97,81.4,71,8,92.1,72
22,97,83.8,75,8,92.1,71
28,70,80.2,87,9,66.5,66
24,92,71.0,57,8,87.4,71
22,77,78.2,79,10,73.1,67
10,97,88.6,83,4,92.1,69
14,78,72.6,69,6,74.1,67
19,90,82.2,77,6,85.5,71
21,79,83.2,86,5,75.0,66
13,69,71.4,73,7,65.6,62
34,68,67.4,67,7,64.6,67
29,77,85.4,91,10,73.1,70
24,90,95.4,99,8,85.5,72
20,84,70.2,61,6,79.8,69
19,88,91.6,94,8,83.6,70
14,71,74.6,77,4,67.4,64
20,79,74.8,72,7,75.0,65
22,62,81.8,95,7,58.9,66
13,93,94.8,96,6,88.4,68
22,100,78.4,64,7,95.0,72
19,76,71.2,68,6,72.2,65
9,60,79.8,93,6,57.0,60
15,67,71.8,75,8,63.6,63
18,86,72.8,64,9,81.7,66
31,84,92.4,98,8,79.8,73
23,92,73.4,61,6,87.4,71
12,70,76.6,81,6,66.5,59
23,91,79.0,71,6,86.4,70
11,88,79.0,73,7,83.6,63
26,73,62.2,55,6,69.4,67
17,82,70.6,63,9,77.9,65
19,66,61.2,58,7,62.7,64
28,78,83.4,87,8,74.1,71
12,95,89.0,85,5,90.2,70
12,77,84.8,90,6,73.1,63
16,94,88.6,85,8,89.3,68
26,84,67.2,56,8,79.8,67
11,68,86.6,99,5,64.6,66
3,83,68.6,59,7,78.8,63
17,80,72.8,68,7,76.0,65
23,76,81.4,85,6,72.2,66
27,65,60.2,57,8,61.8,65
17,77,66.2,59,5,73.1,65
18,63,81.6,94,6,59.8,63
27,64,65.8,67,8,60.8,65
9,77,80.6,83,7,73.1,62
18,72,84.6,93,7,68.4,66
21,97,98.2,99,7,92.1,71
23,75,66.6,61,8,71.2,64
17,90,69.6,56,8,85.5,67
20,81,84.6,87,8,77.0,68
5,88,70.6,59,7,83.6,63
16,70,75.4,79,6,66.5,64
23,98,85.4,77,6,93.1,74
14,81,79.2,78,5,77.0,68
20,93,86.4,82,6,88.4,68
23,75,85.8,93,6,71.2,69
18,64,64.0,64,9,60.8,61
21,87,81.6,78,5,82.6,69
14,60,64.2,67,9,57.0,61
19,79,71.2,66,7,75.0,67
24,68,57.8,51,7,64.6,63
21,85,82.0,80,8,80.8,68
16,99,99.0,99,5,94.0,68
21,79,84.4,88,6,75.0,67
24,93,74.4,62,5,88.4,69
8,80,83.6,86,6,76.0,64
27,80,71.0,65,6,76.0,67
18,97,91.6,88,9,92.1,70
23,96,94.2,93,6,91.2,72
27,91,76.6,67,4,86.4,71
12,72,58.8,50,6,68.4,62
16,82,71.8,65,8,77.9,67
18,69,63.6,60,9,65.6,64
15,78,79.8,81,7,74.1,64
30,79,70.6,65,6,75.0,70
15,93,68.4,52,7,88.4,68
17,96,84.6,77,8,91.2,70
21,77,87.2,94,5,73.1,65
13,61,68.2,73,7,58.0,59
18,94,79.0,69,7,89.3,69
22,67,62.2,59,7,63.6,67
18,85,75.4,69,7,80.8,68
19,61,64.6,67,6,58.0,62
17,76,90.4,100,8,72.2,65
11,99,70.8,52,7,94.0,69
22,64,62.8,62,7,60.8,65
31,77,62.6,53,5,73.1,68
20,72,84.6,93,8,68.4,68
21,96,81.0,71,6,91.2,71
24,95,92.0,90,9,90.2,71
12,70,79.0,85,5,66.5,66
30,63,82.8,96,8,59.8,71
21,85,64.6,51,4,80.8,66
30,73,65.2,60,4,69.4,66
16,87,85.8,85,6,82.6,69
31,61,71.8,79,4,58.0,65
25,65,77.0,85,8,61.8,66
23,87,82.2,79,7,82.6,67
21,68,74.6,79,9,64.6,66
19,94,95.8,97,7,89.3,69
27,62,82.4,96,7,58.9,66
21,69,58.8,52,7,65.6,64
8,100,82.6,71,6,95.0,70
13,77,76.4,76,6,73.1,62
19,88,76.0,68,5,83.6,67
22,67,58.0,52,8,63.6,60
20,84,78.0,74,7,79.8,66
27,89,95.0,99,7,84.6,72
8,73,61.6,54,10,69.4,63
21,93,91.8,91,6,88.4,69
9,84,69.6,60,7,79.8,66
25,76,77.8,79,7,72.2,69
19,82,74.2,69,9,77.9,68
23,83,73.4,67,7,78.8,66
15,67,83.2,94,7,63.6,63
28,76,89.8,99,10,72.2,70
26,74,71.0,69,6,70.3,68
